0.74872,0.15823,0.31819,0.17668
0.75713,0.16125,0.30326,0.17668
0.76048,0.1778,0.28831,0.17668
0.7449,0.17505,0.31546,0.17668
0.74309,0.15905,0.32666,0.17668
0.74632,0.17703,0.31205,0.17668
0.74487,0.17143,0.31748,0.17668
0.73907,0.18462,0.3195,0.17668
0.75057,0.17676,0.30526,0.17668
0.73612,0.18165,0.32598,0.17668
0.74807,0.1755,0.31006,0.17668
0.74563,0.17438,0.31465,0.17668
0.75054,0.17045,0.30888,0.17668
0.74208,0.16476,0.32542,0.17668
0.74682,0.17972,0.30968,0.17668
0.74744,0.16286,0.31789,0.17668
0.74163,0.15767,0.32962,0.17668
0.74342,0.16799,0.32164,0.17668
0.75745,0.15636,0.30531,0.17668
0.74988,0.17168,0.30926,0.17668
0.73897,0.17495,0.32507,0.17668
0.74153,0.1647,0.32632,0.17668
0.74545,0.16246,0.32125,0.17668
0.7562,0.16482,0.30284,0.17668
0.74773,0.15774,0.32,0.17668
0.75607,0.16246,0.30432,0.17668
0.74679,0.16869,0.31587,0.17668
0.76116,0.17046,0.29159,0.17668
0.74587,0.16098,0.32133,0.17668
0.74203,0.17009,0.32275,0.17668
0.75375,0.16584,0.30624,0.17668
0.74344,0.16692,0.32215,0.17668
0.74233,0.17829,0.3178,0.17668
0.74635,0.16148,0.32032,0.17668
0.75413,0.16578,0.30565,0.17668
0.74607,0.16737,0.31773,0.17668
0.74649,0.16788,0.31678,0.17668
0.74653,0.16612,0.31764,0.17668
0.74203,0.17992,0.31737,0.17668
0.75515,0.16229,0.30588,0.17668
0.74743,0.16591,0.31633,0.17668
0.73325,0.1639,0.33978,0.17668
0.74853,0.16211,0.31654,0.17668
0.75307,0.16586,0.30731,0.17668
0.74578,0.166,0.31891,0.17668
0.7472,0.16973,0.31465,0.17668
0.75088,0.15901,0.31438,0.17668
0.73854,0.18292,0.32136,0.17668
0.74479,0.17704,0.31452,0.17668
0.74107,0.16168,0.32855,0.17668
0.74375,0.15729,0.32648,0.17668
0.74685,0.15612,0.32217,0.17668
0.7422,0.16731,0.32392,0.17668
0.74588,0.16111,0.32125,0.17668
0.73727,0.16688,0.33197,0.17668
0.74148,0.16999,0.32368,0.17668
0.75038,0.16517,0.31199,0.17668
0.73682,0.16629,0.33297,0.17668
0.75317,0.1732,0.30307,0.17668
0.74891,0.16577,0.31403,0.17668
0.75493,0.15791,0.30851,0.17668
0.74048,0.18749,0.31552,0.17668
0.74959,0.16454,0.31359,0.17668
0.7467,0.17722,0.3113,0.17668
0.75715,0.15285,0.30756,0.17668
0.7396,0.16064,0.33137,0.17668
0.7464,0.178,0.31135,0.17668
0.74762,0.16301,0.31752,0.17668
0.74547,0.17303,0.31564,0.17668
0.74486,0.17016,0.31818,0.17668
0.7524,0.15991,0.31151,0.17668
0.75218,0.16953,0.30675,0.17668
0.74413,0.15786,0.32561,0.17668
0.74078,0.16638,0.32666,0.17668
0.74692,0.1703,0.3148,0.17668
0.7429,0.16852,0.32219,0.17668
0.74433,0.16766,0.32035,0.17668
0.7427,0.16201,0.32583,0.17668
0.75135,0.16678,0.30958,0.17668
0.75355,0.15772,0.3108,0.17668
0.74605,0.16396,0.31953,0.17668
0.7516,0.16547,0.30988,0.17668
0.74214,0.17464,0.32013,0.17668
0.74544,0.15989,0.32255,0.17668
0.75126,0.16296,0.31175,0.17668
0.74904,0.165,0.31423,0.17668
